,Symbol,Name,Industry,IndustryCode
3493,MCAF,Mountain Crest Acquisition Corp IV,기타 금융업,556010
3494,ASPAU,Abri Spac I Units,기타 금융업,556010
3495,WTMAU,Welsbach Technology Metals Acquisition Units,기타 금융업,556010
3496,IPWR,Ideal Power Inc,재생에너지,502010
3497,MDNA,Medicenna Therapeutics Corp,생명과학 및 메디컬 리서치,562020
3498,DILA,DILA Capital Acquisition Corp Class A,기타 금융업,556010
3499,ALJJ,ALJ Regional Holdings Inc,전문 및 상업 서비스,522030
3500,ACQRU,Independence Holdings Units,기타 금융업,556010
3501,PME,Pingtan Marine Enterprise Ltd,식품 및 담배,541020
3502,ASPA,Abri SPAC I Inc,기타 금융업,556010
3503,LMB,Limbach Holdings Inc,건설 및 엔지니어링,522010
3504,BAFN,Bayfirst Financial Corp,은행,551010
3505,ESSC,East Stone Acquisition Corp,기타 금융업,556010
3506,LUMO,Lumos Pharma Inc,생명과학 및 메디컬 리서치,562020
3507,HNNA,Hennessy Advisors Inc,투자은행 및 서비스,551020
3508,BOLT,Bolt Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020
3509,ARKR,Ark Restaurants Corp,호텔 및 엔터테인먼트,533010
3510,TECTP,Tectonic Financial 9.00 Fixed to Floating Non-Cumulative Perpetual Pref Shs,은행,551010
3511,TCRX,TScan Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3512,OTMO,Otonomo Technologies Ltd Class A,핀테크,573010
3513,FBIOP,Fortress Biotech 9 375 Cumulative Redeemable Perpetual Pref Shs Series A,제약,562010
3514,GP,GreenPower Motor Company Inc,자동차 및 자동차 부품,531010
3515,LBBBU,Lakeshore Acquisition II Units,기타 금융업,556010
3516,FFBW,Ffbw Inc,은행,551010
3517,FTAIP,Fortress Transn And Infrastructure Invs Cum Perp Red Pfd Fixed Fltg Series A,은행,551010
3518,VIRC,Virco Mfg Corp,전문 및 상업 서비스,522030
3519,IGNY,Ignyte Acquisition Corp,기타 금융업,556010
3520,SYBX,Synlogic Inc,생명과학 및 메디컬 리서치,562020
3521,FREQ,Frequency Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3522,CHG,CorpHousing Group Inc,부동산 운영 관리,601010
3523,QNCX,Quince Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3524,RFIL,RF Industries Ltd,"건설장비 및 대형차, 기차, 배",521020
3525,MEIP,MEI Pharma Inc,생명과학 및 메디컬 리서치,562020
3526,NMTR,9 Meters Biopharma Inc,생명과학 및 메디컬 리서치,562020
3527,XFOR,X4 Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3528,UONE,Urban One Inc Class A,미디어 및 출판,533020
3529,LBPH,Longboard Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3530,CRDL,Cardiol Therapeutics Inc Class A,생명과학 및 메디컬 리서치,562020
3531,XGN,Exagen Inc,헬스케어 업체 및 서비스,561020
3532,IMPP,Imperial Petroleum Inc,재생에너지,502010
3533,APLT,Applied Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3534,UBOH,United Bancshares Inc,은행,551010
3535,LAAA,Lakeshore Acquisition I Corp,기타 금융업,556010
3536,VBFC,Village Bank and Trust Financial Corp,은행,551010
3537,ICAD,ICAD Inc,헬스케어 장비 및 용품,561010
3538,WTER,Alkaline Water Company Inc,음료,541010
3539,SCTL,Societal CDMO Inc,제약,562010
3540,ORTX,Orchard Therapeutics PLC ADR,제약,562010
3541,PESI,Perma-Fix Environmental Services Inc,전문 및 상업 서비스,522030
3542,EOSE,Eos Energy Enterprises Inc Class A,"건설장비 및 대형차, 기차, 배",521020
3543,SGLY,Singularity Future Technology Ltd,핀테크,573010
3544,GMTX,Gemini Therapeutics Inc Class A,생명과학 및 메디컬 리서치,562020
3545,AAOI,Applied Optoelectronics Inc,전자 장비 및 부품,571040
3546,AKBA,Akebia Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3547,CLST,Catalyst Bancorp Inc,은행,551010
3548,MCAE,Mountain Crest Acquisition Corp III,기타 금융업,556010
3549,CXDO,Crexendo Inc,소프트웨어 및 IT서비스,572010
3550,NAII,Natural Alternatives International Inc,제약,562010
3551,MBIO,Mustang Bio Inc,생명과학 및 메디컬 리서치,562020
3552,UG,United-Guardian Inc,제약,562010
3553,ASCAU,A SPAC I Acquisition Units,기타 금융업,556010
3554,MCADU,Mountain Crest Acquisition II Units,기타 금융업,556010
3555,AERC,AeroClean Technologies Inc,전문 및 상업 서비스,522030
3556,AVCO,Avalon Globocare Corp,생명과학 및 메디컬 리서치,562020
3557,BFI,Burgerfi International Inc,호텔 및 엔터테인먼트,533010
3558,MDWD,Mediwound Ltd,제약,562010
3559,HFBL,Home Federal Bancorp Inc of Louisiana,은행,551010
3560,PNACU,Prime Number Acquisition I Units,기타 금융업,556010
3561,TCBC,TC Bancshares Inc,은행,551010
3562,OXLCM,Oxford Lane Cap 6 75 Pref Shs Series 2024,다양한 금융서비스,555010
3563,ONCY,Oncolytics Biotech Inc,생명과학 및 메디컬 리서치,562020
3564,ICCM,Icecure Medical Ltd,헬스케어 장비 및 용품,561010
3565,SELF,Global Self Storage Inc,주택 및 상업용 리츠,601020
3566,BIVI,BioVie Inc Class A,생명과학 및 메디컬 리서치,562020
3567,EVAX,Evaxion Biotech A/S ADR,생명과학 및 메디컬 리서치,562020
3568,ASRV,Ameriserv Financial Inc,은행,551010
3569,GAIA,Gaia Inc Class A,미디어 및 출판,533020
3570,SLS,Sellas Life Sciences Group Inc,생명과학 및 메디컬 리서치,562020
3571,AUID,Authid Inc,소프트웨어 및 IT서비스,572010
3572,SERA,Sera Prognostics Inc Class A,전문 및 상업 서비스,522030
3573,SPK,SPK Acquisition Corp,기타 금융업,556010
3574,EVTV,Envirotech Vehicles Inc,자동차 및 자동차 부품,531010
3575,PEV,Phoenix Motor Inc,자동차 및 자동차 부품,531010
3576,LNSR,LENSAR Inc,헬스케어 장비 및 용품,561010
3577,WFCF,Where Food Comes From Inc,소프트웨어 및 IT서비스,572010
3578,JRSH,Jerash Holdings (US) Inc,섬유 및 의류,532020
3579,GEOS,Geospace Technologies Corp,오일 및 가스 장비 및 서비스,501030
3580,FRZA,Forza X1 Inc,레저 상품,532050
3581,BELFA,Bel Fuse Inc Class A,전자 장비 및 부품,571040
3582,ONCT,Oncternal Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3583,ATLCP,Atlanticus Holdings 7.625 Cumulative Perpetual Pref Shs Series B,은행,551010
3584,SALM,Salem Media Group Inc Class A,미디어 및 출판,533020
3585,LVTX,LAVA Therapeutics NV,생명과학 및 메디컬 리서치,562020
3586,DOGZ,Dogness International Corp Class A,섬유 및 의류,532020
3587,FSEA,First Seacoast Bancorp,은행,551010
3588,XLO,Xilio Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3589,GBOX,Greenbox Pos,소프트웨어 및 IT서비스,572010
3590,LOAN,Manhattan Bridge Capital Inc,주택 및 상업용 리츠,601020
3591,BWEN,Broadwind Inc,재생에너지,502010
3592,TURN,180 Degree Capital Corp,투자은행 및 서비스,551020
3593,AMTI,Applied Molecular Transport Inc.,생명과학 및 메디컬 리서치,562020
3594,VENAU,Venus Acquisition Units,기타 금융업,556010
3595,BCOW,1895 Bancorp of Wisconsin Inc,은행,551010
3596,CNTQ,Chardan Nextech Acquisition 2 Corp Class A,기타 금융업,556010
3597,OMEX,Odyssey Marine Exploration Inc,메탈&마이닝,512010
3598,NCSM,NCS Multistage Holdings Inc,오일 및 가스 장비 및 서비스,501030
3599,CXDC,China XD Plastics Company Ltd,자동차 및 자동차 부품,531010
3600,ATHX,Athersys Inc,생명과학 및 메디컬 리서치,562020
3601,KIRK,Kirkland's Inc,전문품 상점,534030
3602,ASLN,Aslan Pharmaceuticals Ltd ADR,생명과학 및 메디컬 리서치,562020
3603,FOXWU,FoxWayne Enterprises Acquisition Units,기타 금융업,556010
3604,MGAM,Mobile Global Esports Inc,소프트웨어 및 IT서비스,572010
3605,LTBR,Lightbridge Corp,전문 및 상업 서비스,522030
3606,AUGX,Augmedix Inc,전문 및 상업 서비스,522030
3607,MAAQU,Mana Capital Acquisition Units,기타 금융업,556010
3608,IMNM,Immunome Inc,생명과학 및 메디컬 리서치,562020
3609,PDEX,Pro-Dex Inc,헬스케어 장비 및 용품,561010
3610,RUBY,Rubius Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3611,KFFB,Kentucky First Federal Bancorp,은행,551010
3612,ICMB,Investcorp Credit Management BDC Inc,다양한 금융서비스,555010
3613,RWLK,Rewalk Robotics Ltd,헬스케어 장비 및 용품,561010
3614,AIH,Aesthetic Medical International Holdings Group Ltd ADR,헬스케어 업체 및 서비스,561020
3615,ACBA,Ace Global Business Acquisition Ltd,기타 금융업,556010
3616,GIFI,Gulf Island Fabrication Inc,오일 및 가스 장비 및 서비스,501030
3617,CRWS,Crown Crafts Inc,레저 상품,532050
3618,VRAX,Virax Biolabs Group Ltd,생명과학 및 메디컬 리서치,562020
3619,VENA,Venus Acquisition Corp,기타 금융업,556010
3620,GROW,US Global Investors Inc Class A,투자은행 및 서비스,551020
3621,CBIO,Catalyst Biosciences Inc,생명과학 및 메디컬 리서치,562020
3622,ARIZU,Arisz Acquisition Units,기타 금융업,556010
3623,CLAQ,Cleantech Acquisition Corp,기타 금융업,556010
3624,GLG,TD Holdings Inc,운송업,524060
3625,HGBL,Heritage Global Inc,커뮤니케이션 및 네트워킹,571020
3626,ICCC,ImmuCell Corp,생명과학 및 메디컬 리서치,562020
3627,NH,NantHealth Inc,헬스케어 장비 및 용품,561010
3628,GPCOU,Golden Path Acquisition Units,기타 금융업,556010
3629,LGHL,Lion Group Holding Ltd ADR,투자은행 및 서비스,551020
3630,FRLN,Freeline Therapeutics Holdings PLC ADR,생명과학 및 메디컬 리서치,562020
3631,KAL,Kalera PLC,식품 및 담배,541020
3632,IROQ,IF Bancorp Inc,은행,551010
3633,GOODN,GLADSTONE COML Pref Shs,주택 및 상업용 리츠,601020
3634,SNSE,Sensei Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020
3635,PAFOU,Pacifico Acquisition Units,기타 금융업,556010
3636,BWBBP,Bridgewater Bancshares DS 1 100th Int 5 875 Non Cumu Perpl Prf Shs Series A,은행,551010
3637,GEG,Great Elm Group Inc,헬스케어 장비 및 용품,561010
3638,OPNT,Opiant Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3639,ACBAU,Ace Global Business Acquisition Units,기타 금융업,556010
3640,BYSI,Beyondspring Inc,생명과학 및 메디컬 리서치,562020
3641,NHTC,Natural Health Trends Corp,전문품 상점,534030
3642,LTRN,Lantern Pharma Inc.,생명과학 및 메디컬 리서치,562020
3643,KELYB,Kelly Services Inc Class B,전문 및 상업 서비스,522030
3644,BOTJ,Bank of the James,은행,551010
3645,LYLT,Loyalty Ventures Inc,소프트웨어 및 IT서비스,572010
3646,DNAY,Codex DNA Inc,헬스케어 장비 및 용품,561010
3647,DRTT,DIRTT Environmental Solutions Ltd,주택건설,532030
3648,BSGAU,Blue Safari Group Acquisition Units,기타 금융업,556010
3649,SRAX,SRAX Inc Class A,미디어 및 출판,533020
3650,NYMTZ,New York Mortgage Trust 7 000 Cumul Redeem Pref Shs Series G,주택 및 상업용 리츠,601020
3651,MDIA,Mediaco Holding Inc Class A,미디어 및 출판,533020
3652,SPI,SPI Energy Co Ltd,재생에너지,502010
3653,HARP,Harpoon Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3654,YGMZ,MingZhu Logistics Holdings Ltd,화물 및 물류 서비스,524050
3655,CIH,China Index Holdings Ltd ADR Class A,전문 및 상업 서비스,522030
3656,AESE,Allied Esports Entertainment Inc,소프트웨어 및 IT서비스,572010
3657,TBLT,Toughbuilt Industries Inc,가정용품,532040
3658,MPACU,Model Performance Acquisition Units,기타 금융업,556010
3659,OXLCN,Oxford Lane Capital 7 125 Prf Shs Series 2029,다양한 금융서비스,555010
3660,FPAY,FlexShopper Inc,소프트웨어 및 IT서비스,572010
3661,VTSI,VirTra Inc,우주항공 및 국방,521010
3662,NSTS,NSTS Bancorp Inc,은행,551010
3663,NVNO,enVVeno Medical Corp,생명과학 및 메디컬 리서치,562020
3664,PLSE,Pulse Biosciences Inc,헬스케어 장비 및 용품,561010
3665,BNOX,Bionomics Ltd ADR,생명과학 및 메디컬 리서치,562020
3666,OCFCP,Oceanfirst Finl Depositary Shs Repstg 1 40 Perp Prf Shs,은행,551010
3667,ALGS,Aligos Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3668,TMDI,Titan Medical Inc,헬스케어 장비 및 용품,561010
3669,PMCB,PharmaCyte Biotech Inc,제약,562010
3670,VLCN,Volcon Inc,자동차 및 자동차 부품,531010
3671,ETON,Eton Pharmaceuticals Inc,제약,562010
3672,UPTD,Tradeup Acquisition Corp,기타 금융업,556010
3673,BRCN,Burcon NutraScience Corp,식품 및 담배,541020
3674,MIRO,Miromatrix Medical Inc,생명과학 및 메디컬 리서치,562020
3675,AAME,Atlantic American Corp,보험,553010
3676,PRQR,ProQR Therapeutics NV,생명과학 및 메디컬 리서치,562020
3677,CFSB,CFSB Bancorp Inc,은행,551010
3678,PPHPU,PHP Ventures Acquisition Units,기타 금융업,556010
3679,EFSCP,Enterprise Finl Svcs DRC Rep Non Cum Perp Pfd Series A,은행,551010
3680,SURG,Surgepays Inc,통신 서비스,574010
3681,GDSTU,Goldenstone Acquisition Units,기타 금융업,556010
3682,IZEA,IZEA Worldwide Inc,소프트웨어 및 IT서비스,572010
3683,WTRH,Waitr Holdings Inc,소프트웨어 및 IT서비스,572010
3684,MCAFU,Mountain Crest Acquisition IV Units,기타 금융업,556010
3685,IGNYU,Ignyte Acquisition Units,기타 금융업,556010
3686,FEIM,Frequency Electronics Inc,"건설장비 및 대형차, 기차, 배",521020
3687,TKLF,Yoshitsu Co Ltd ADR,식품 및 약품소매,543010
3688,SSIC,Silver Spike Investment Corp,은행,551010
3689,TNXP,Tonix Pharmaceuticals Holding Corp,생명과학 및 메디컬 리서치,562020
3690,ICLK,iClick Interactive Asia Group Ltd ADR,미디어 및 출판,533020
3691,DCOMP,Dime Community Bancshares Cumulative Perpetual Pref Shs Series A,은행,551010
3692,VMAR,Vision Marine Technologies Inc,레저 상품,532050
3693,LXEH,Lixiang Education Holding Co Ltd ADR,학교,631020
3694,EYES,Second Sight Medical Products Inc,헬스케어 장비 및 용품,561010
3695,OXLCO,Oxford Lane Capital 6 Pref Shs Series 2029,다양한 금융서비스,555010
3696,BTCY,Biotricity Inc,헬스케어 장비 및 용품,561010
3697,ILAG,Intelligent Living Application Group Inc,"건설장비 및 대형차, 기차, 배",521020
3698,VTAQ,Ventoux CCM Acquisition Corp,기타 금융업,556010
3699,NOVN,Novan Inc,제약,562010
3700,SNPX,Synaptogenix Inc,생명과학 및 메디컬 리서치,562020
3701,ADAG,Adagene Inc ADR,생명과학 및 메디컬 리서치,562020
3702,IMV,IMV Inc,생명과학 및 메디컬 리서치,562020
3703,LINK,Interlink Electronics Inc,반도체 및 반도체 장비,571010
3704,KTCC,Key Tronic Corp,"컴퓨터, 전화 및 가전제품",571060
3705,PHAS,PhaseBio Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3706,ADOC,Edoc Acquisition Corp Class A,기타 금융업,556010
3707,CODA,Coda Octopus Group Inc,전자 장비 및 부품,571040
3708,PSAGU,Property Solutions Acquisition II Units,기타 금융업,556010
3709,SEED,Origin Agritech Ltd,식품 및 담배,541020
3710,ZYNE,Zynerba Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3711,DXR,Daxor Corp,다양한 금융서비스,555010
3712,MDWT,Midwest Holding Inc,보험,553010
3713,ZIONP,Zions Bancorporation DS Representing 1/40th Floating Rate Non Cum Perpetual,은행,551010
3714,AGLE,Aeglea Bio Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3715,ATNX,Athenex Inc,생명과학 및 메디컬 리서치,562020
3716,SIEN,Sientra Inc,헬스케어 장비 및 용품,561010
3717,APM,Aptorum Group Ltd Class A,제약,562010
3718,DILAU,DILA Capital Acquisition Units,기타 금융업,556010
3719,TATT,TAT Technologies Ltd,"건설장비 및 대형차, 기차, 배",521020
3720,TRMT,Tremont Mortgage Trust,주택 및 상업용 리츠,601020
3721,LFVN,LifeVantage Corp,제약,562010
3722,OMQS,Omniq Corp,소프트웨어 및 IT서비스,572010
3723,LOTZ,Carlotz Inc Class A,전문품 상점,534030
3724,GRCY,Greencity Acquisition Corp,기타 금융업,556010
3725,EYEN,Eyenovia Inc,제약,562010
3726,ESOA,Energy Services Of America Corp,건설 및 엔지니어링,522010
3727,GBNH,Greenbrook TMS Inc,헬스케어 업체 및 서비스,561020
3728,ENG,ENGlobal Corp,건설 및 엔지니어링,522010
3729,CCNEP,CNB FINL Depositary Shs REP 1 40 Prf Series A,은행,551010
3730,ICCH,ICC Holdings Inc,보험,553010
3731,KEQU,Kewaunee Scientific Corp,전문 및 상업 서비스,522030
3732,AGBA,AGBA Acquisition Ltd,기타 금융업,556010
3733,PFIE,Profire Energy Inc,오일 및 가스 장비 및 서비스,501030
3734,LIZI,Lizhi Inc ADR,소프트웨어 및 IT서비스,572010
3735,MTBC,CareCloud Inc,소프트웨어 및 IT서비스,572010
3736,LPCN,Lipocine Inc,생명과학 및 메디컬 리서치,562020
3737,SOHO,Sotherly Hotels Inc,주택 및 상업용 리츠,601020
3738,DUNE,Dune Acquisition Corp Class A,기타 금융업,556010
3739,BNRG,Brenmiller Energy Ltd,재생에너지,502010
3740,ZEST,Ecoark Holdings Inc,오일 및 가스,501020
3741,FUSB,First US Bancshares Inc,은행,551010
3742,MACK,Merrimack Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3743,LRFC,Logan Ridge Finance Corp,투자은행 및 서비스,551020
3744,CPSH,CPS Technologies Corp,"건설장비 및 대형차, 기차, 배",521020
3745,EPOW,Sunrise New Energy Co Ltd,전문 및 상업 서비스,522030
3746,ALIM,Alimera Sciences Inc,제약,562010
3747,LRMR,Larimar Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3748,CMRA,Comera Life Sciences Holdings Inc,생명과학 및 메디컬 리서치,562020
3749,NEON,Neonode Inc,전자 장비 및 부품,571040
3750,APDN,Applied DNA Sciences Inc,화학,511010
3751,TCBS,Texas Community Bancshares Inc,은행,551010
3752,HUIZ,Huize Holding Ltd ADR,보험,553010
3753,MIGI,Mawson Infrastructure Group Inc,소프트웨어 및 IT서비스,572010
3754,MMMB,MamaMancini's Holdings Inc,식품 및 담배,541020
3755,VEDU,Visionary Education Technology Holdings Group Inc,교육서비스,631010
3756,RSSS,Research Solutions Inc,소프트웨어 및 IT서비스,572010
3757,OCUP,Ocuphire Pharma Inc,제약,562010
3758,CBMB,CBM Bancorp Inc,기타 금융업,556010
3759,CDAK,Codiak BioSciences  Inc.,생명과학 및 메디컬 리서치,562020
3760,SYRS,Syros Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3761,GBRGU,Goldenbridge Acq Units,기타 금융업,556010
3762,RDHL,Redhill Biopharma Ltd ADR,제약,562010
3763,SIEB,Siebert Financial Corp,투자은행 및 서비스,551020
3764,BHSE,Bull Horn Holdings Corp.,기타 금융업,556010
3765,VIRI,Virios Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3766,LANDM,GLADSTONE LD Term Pref Shs,주택 및 상업용 리츠,601020
3767,UTRS,Minerva Surgical Inc,헬스케어 장비 및 용품,561010
3768,BYFC,Broadway Financial Corp,은행,551010
3769,TYME,Tyme Technologies Inc,생명과학 및 메디컬 리서치,562020
3770,AGBAU,AGBA Acquisition Units,기타 금융업,556010
3771,SPRB,Spruce Biosciences Inc,생명과학 및 메디컬 리서치,562020
3772,SNT,Senstar Technologies Ltd,전문 및 상업 서비스,522030
3773,NVOS,Novo Integrated Sciences Inc,헬스케어 업체 및 서비스,561020
3774,BWV,Blue Water Vaccines Inc,제약,562010
3775,MBINP,Merchants Bancorp 7 Perp Pfd Fixed Fltg Perpetual Pref Shs Series A,은행,551010
3776,LPTH,LightPath Technologies Inc Class A,사무기기,571050
3777,BRLIU,Brilliant Acquisition Unit,기타 금융업,556010
3778,TRKA,Troika Media Group Inc,미디어 및 출판,533020
3779,CRVS,Corvus Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3780,CDTX,Cidara Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3781,SIDU,Sidus Space Inc Class A,우주항공 및 국방,521010
3782,PCSA,Processa Pharmaceuticals Inc,제약,562010
3783,GLTO,Galecto Inc,생명과학 및 메디컬 리서치,562020
3784,NMRD,Nemaura Medical Inc,헬스케어 장비 및 용품,561010
3785,SPKAU,SPK Acquisition Units,기타 금융업,556010
3786,MTEX,Mannatech Inc,식품 및 담배,541020
3787,VEV,Vicinity Motor Corp,"건설장비 및 대형차, 기차, 배",521020
3788,BPOPN,Popular Capital Trust I PRF,다양한 금융서비스,555010
3789,HEPA,Hepion Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3790,CFMS,Conformis Inc,헬스케어 장비 및 용품,561010
3791,ISUN,iSun Inc,건설 및 엔지니어링,522010
3792,LAAAU,Lakeshore Acquisition I Units,기타 금융업,556010
3793,DSWL,Deswell Industries Inc,화학,511010
3794,VERB,Verb Technology Company Inc,소프트웨어 및 IT서비스,572010
3795,MCAEU,Mountain Crest Acquisition III Units,기타 금융업,556010
3796,RDIB,Reading International Inc Class B,호텔 및 엔터테인먼트,533010
3797,SOPA,Society Pass Inc,소프트웨어 및 IT서비스,572010
3798,EVGN,Evogene Ltd,생명과학 및 메디컬 리서치,562020
3799,BOXL,Boxlight Corp Class A,전자 장비 및 부품,571040
3800,MODD,Modular Medical Inc,헬스케어 장비 및 용품,561010
3801,SLNH,Soluna Holdings Inc,소프트웨어 및 IT서비스,572010
3802,ADMP,Adamis Pharmaceuticals Corp,제약,562010
3803,HLBZ,Helbiz Inc Class A,"개인, 가정 용품 및 서비스",542010
3804,FSRD,Fast Radius Inc Class A,소프트웨어 및 IT서비스,572010
3805,TESS,TESSCO Technologies Inc,커뮤니케이션 및 네트워킹,571020
3806,AGMH,AGM Group Holdings Inc Class A,소프트웨어 및 IT서비스,572010
3807,WHLRD,Wheeler Real Estate Investment Trust Cumulative Pref Shs Series D,주택 및 상업용 리츠,601020
3808,QLI,Qilian International Holding Group Ltd,제약,562010
3809,CYN,CYNGN Inc,소프트웨어 및 IT서비스,572010
3810,NRXP,NRX Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3811,MLACU,Malacca Straits Acq Units,기타 금융업,556010
3812,MBRX,Moleculin Biotech Inc,제약,562010
3813,RILYP,B Riley Financial DS Representing 1/1000 Cum Pref Series A,투자은행 및 서비스,551020
3814,AWRE,Aware Inc,소프트웨어 및 IT서비스,572010
3815,HVBC,HV Bancorp Inc,은행,551010
3816,CASI,CASI Pharmaceuticals Inc,제약,562010
3817,MTEM,Molecular Templates Inc,생명과학 및 메디컬 리서치,562020
3818,AIRT,Air T Inc,화물 및 물류 서비스,524050
3819,TBKCP,Triumph Bancorp 40 Dep Shs Repstg 1 Perp Non Cum 7 125  Pref Shs Series C,은행,551010
3820,VEEE,Twin Vee PowerCats Co,레저 상품,532050
3821,PNBK,Patriot National Bancorp Inc,은행,551010
3822,FRSX,Foresight Autonomous Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
3823,MNDO,Mind CTI Ltd,소프트웨어 및 IT서비스,572010
3824,SGMA,SigmaTron International Inc,반도체 및 반도체 장비,571010
3825,BRFH,Barfresh Food Group Inc,음료,541010
3826,IDN,Intellicheck Inc,소프트웨어 및 IT서비스,572010
3827,BSGM,Biosig Technologies Inc,헬스케어 장비 및 용품,561010
3828,ACRX,AcelRx Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3829,BRLI,Brilliant Acquisition Corp,기타 금융업,556010
3830,MYT,Urban Tea Inc,식품 및 약품소매,543010
3831,CGTX,Cognition Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3832,HTCR,HeartCore Enterprises Inc,소프트웨어 및 IT서비스,572010
3833,MBNKP,Medallion Bank Fixed to Floating Rate Non Cumulative Perpetual Pref Shs Series F,은행,551010
3834,TTOO,T2 Biosystems Inc,헬스케어 장비 및 용품,561010
3835,ACHV,Achieve Life Sciences Inc,생명과학 및 메디컬 리서치,562020
3836,NLTX,Neoleukin Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3837,OESX,Orion Energy Systems Inc,주택건설,532030
3838,GURE,Gulf Resources Inc,화학,511010
3839,SABS,SAB Biotherapeutics Inc,생명과학 및 메디컬 리서치,562020
3840,GTEC,Greenland Technologies Holding Corp,자동차 및 자동차 부품,531010
3841,IRIX,IRIDEX Corp,헬스케어 장비 및 용품,561010
3842,LITM,Snow Lake Resources Ltd,메탈&마이닝,512010
3843,EDRY,EuroDry Ltd,화물 및 물류 서비스,524050
3844,AVRO,AVROBIO Inc,생명과학 및 메디컬 리서치,562020
3845,ENTX,Entera Bio Ltd,생명과학 및 메디컬 리서치,562020
3846,PPBT,Purple Biotech Ltd ADR,생명과학 및 메디컬 리서치,562020
3847,AIMD,Ainos Inc,생명과학 및 메디컬 리서치,562020
3848,PRSO,Peraso Inc,반도체 및 반도체 장비,571010
3849,SYPR,Sypris Solutions Inc,자동차 및 자동차 부품,531010
3850,ANY,Sphere 3D Corp,핀테크,573010
3851,INAB,IN8BIO  Inc.,생명과학 및 메디컬 리서치,562020
3852,POLA,Polar Power Inc,"건설장비 및 대형차, 기차, 배",521020
3853,DMAC,DiaMedica Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3854,UGRO,Urban-Gro Inc,식품 및 담배,541020
3855,TCON,TRACON Pharmaceuticals Inc,제약,562010
3856,CNNB,Cincinnati Bancorp Inc,은행,551010
3857,MARK,Remark Holdings Inc,소프트웨어 및 IT서비스,572010
3858,AVTX,Avalo Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3859,AEI,Alset Ehome International Inc,건설 및 엔지니어링,522010
3860,CCEL,Cryo-Cell International Inc,헬스케어 업체 및 서비스,561020
3861,VTGN,VistaGen Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3862,GLYC,GlycoMimetics Inc,생명과학 및 메디컬 리서치,562020
3863,ELDN,Eledon Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3864,GRCYU,Greencity Acquisition Units,기타 금융업,556010
3865,ACXP,Acurx Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
3866,TACT,TransAct Technologies Inc,"컴퓨터, 전화 및 가전제품",571060
3867,UIHC,United Insurance Holdings Corp,보험,553010
3868,FLUX,Flux Power Holdings Inc,"건설장비 및 대형차, 기차, 배",521020
3869,MYNA,Mynaric AG ADR,커뮤니케이션 및 네트워킹,571020
3870,CBRGU,Chain Bridge I Units,기타 금융업,556010
3871,OKYO,OKYO Pharma Ltd ADR,제약,562010
3872,DRCT,Direct Digital Holdings Inc Class A,전문 및 상업 서비스,522030
3873,WKSP,Worksport Ltd,전문 및 상업 서비스,522030
3874,GANX,Gain Therapeutics Inc,생명과학 및 메디컬 리서치,562020
3875,ORGS,Orgenesis Inc,헬스케어 장비 및 용품,561010
3876,CYAD,Celyad Oncology SA ADR,생명과학 및 메디컬 리서치,562020
3877,NYMX,Nymox Pharmaceutical Corp,생명과학 및 메디컬 리서치,562020
3878,GOVX,GeoVax Labs Inc,생명과학 및 메디컬 리서치,562020
3879,VCNX,Vaccinex Inc,생명과학 및 메디컬 리서치,562020
3880,RMCF,Rocky Mountain Chocolate Factory Inc (Delaware),식품 및 담배,541020
3881,UBX,UNITY Biotechnology Inc,생명과학 및 메디컬 리서치,562020
